order_id,region_id,city,courier_id,lng,lat,aoi_id,aoi_type,accept_time,accept_gps_time,accept_gps_lng,accept_gps_lat,delivery_time,delivery_gps_time,delivery_gps_lng,delivery_gps_lat,ds
304437,31,Jilin,4849,126.58183,43.83932,48965,14,07-26 07:54:00,07-26 07:54:00,126.56603,43.87074,07-26 12:27:00,07-26 12:27:00,126.58454,43.84667,0726
530605,31,Jilin,4849,126.57999,43.83929,48965,14,05-17 08:52:00,05-17 08:52:00,126.56621,43.87105,05-17 12:54:00,05-17 12:54:00,126.57989,43.839,0517
2184506,31,Jilin,4849,126.5819,43.83935,48965,14,08-05 07:57:00,08-05 07:57:00,126.56603,43.87085,08-05 12:23:00,08-05 12:23:00,126.58197,43.83939,0805
2473191,31,Jilin,4849,126.58058,43.83937,48965,14,07-19 07:34:00,07-19 07:34:00,126.56606,43.87113,07-19 11:38:00,07-19 11:38:00,126.57915,43.83783,0719
3978946,31,Jilin,4849,126.56926,43.84691,49011,14,09-06 08:32:00,09-06 08:32:00,126.56624,43.87109,09-06 16:40:00,09-06 16:40:00,126.56753,43.84718,0906
2152135,31,Jilin,4849,126.56974,43.84624,49011,14,09-07 08:52:00,09-07 08:52:00,126.56615,43.87098,09-07 11:07:00,09-07 11:07:00,126.56825,43.84607,0907
4023762,31,Jilin,4849,126.5696,43.84726,49011,14,07-05 07:57:00,07-05 07:57:00,126.56606,43.87104,07-05 14:04:00,07-05 14:04:00,126.56908,43.847,0705
2957916,31,Jilin,4849,126.5697,43.8472,49011,14,08-12 08:47:00,08-12 08:47:00,126.56604,43.871,08-12 09:58:00,08-12 09:58:00,126.5682,43.8488,0812
620655,31,Jilin,4849,126.56976,43.8464,49011,14,07-11 07:13:00,07-11 07:13:00,126.56603,43.87071,07-11 09:14:00,07-11 09:14:00,126.56979,43.84619,0711
2991695,31,Jilin,4849,126.56973,43.84628,49011,14,08-22 09:02:00,08-22 09:02:00,126.56608,43.87096,08-22 10:58:00,08-22 10:58:00,126.56934,43.84642,0822
94910,31,Jilin,4849,126.56956,43.84712,49011,14,09-29 08:21:00,09-29 08:21:00,126.56626,43.87091,09-29 10:58:00,09-29 10:58:00,126.56953,43.84737,0929
845241,31,Jilin,4849,126.56965,43.8463,49011,14,05-18 09:07:00,05-18 09:07:00,126.56656,43.87054,05-18 11:14:00,05-18 11:14:00,126.56917,43.84635,0518
1254500,31,Jilin,4849,126.56928,43.84687,49011,14,06-03 13:19:00,06-03 13:19:00,126.56611,43.87119,06-03 13:58:00,06-03 13:58:00,126.56894,43.84686,0603
363893,31,Jilin,4849,126.56967,43.84712,49011,14,07-12 11:21:00,07-12 11:21:00,126.56604,43.87115,07-12 12:40:00,07-12 12:40:00,126.57025,43.8473,0712
1841448,31,Jilin,4849,126.56961,43.84715,49011,14,06-28 14:32:00,06-28 14:32:00,126.56604,43.87073,06-28 15:11:00,06-28 15:11:00,126.5676,43.84727,0628
1234526,31,Jilin,4849,126.56957,43.84659,49011,14,08-08 08:58:00,08-08 08:58:00,126.5661,43.87103,08-08 11:45:00,08-08 11:45:00,126.56987,43.84648,0808
912085,31,Jilin,4849,126.56925,43.84692,49011,14,06-05 16:00:00,06-05 16:00:00,126.56619,43.87118,06-05 16:49:00,06-05 16:49:00,126.57464,43.84362,0605
2604435,31,Jilin,4849,126.56963,43.84723,49011,14,09-12 08:16:00,09-12 08:16:00,126.56633,43.871,09-12 10:34:00,09-12 10:34:00,126.56853,43.84713,0912
4324247,31,Jilin,4849,126.56923,43.84708,49011,14,09-01 09:21:00,09-01 09:21:00,126.56618,43.87094,09-01 11:20:00,09-01 11:20:00,126.56976,43.84722,0901
196952,31,Jilin,4849,126.56971,43.84621,49011,14,10-01 07:37:00,10-01 07:37:00,126.56616,43.87083,10-01 10:34:00,10-01 10:34:00,126.56923,43.84659,1001
1933325,31,Jilin,4849,126.56966,43.84724,49011,14,08-26 09:12:00,08-26 09:12:00,126.56616,43.87089,08-26 11:58:00,08-26 11:58:00,126.5684,43.84737,0826
2252787,31,Jilin,4849,126.56953,43.84725,49011,14,07-16 09:51:00,07-16 09:51:00,126.56601,43.87073,07-16 14:06:00,07-16 14:06:00,126.57035,43.85067,0716
507896,31,Jilin,4849,126.56972,43.84714,49011,14,08-21 09:14:00,08-21 09:14:00,126.56609,43.87077,08-21 11:08:00,08-21 11:08:00,126.56908,43.84778,0821
1520257,31,Jilin,4849,126.56969,43.84641,49011,14,08-15 13:57:00,08-15 13:57:00,126.56629,43.87069,08-15 15:29:00,08-15 15:29:00,126.56682,43.84811,0815
2157713,31,Jilin,1558,126.54253,43.86629,49087,1,09-11 14:06:00,09-11 14:06:00,126.56608,43.87082,09-11 14:28:00,09-11 14:28:00,126.54448,43.8686,0911
717085,31,Jilin,1558,126.54245,43.86519,49087,1,09-06 12:05:00,09-06 12:05:00,nan,nan,09-06 14:15:00,09-06 14:15:00,126.54708,43.87068,0906
2913445,31,Jilin,1558,126.54093,43.86623,49087,1,09-02 11:38:00,09-02 11:38:00,126.54204,43.86422,09-02 11:47:00,09-02 11:47:00,126.54115,43.86631,0902
1187348,31,Jilin,1558,126.54147,43.86497,49087,1,09-05 12:22:00,09-05 12:22:00,nan,nan,09-05 17:42:00,09-05 17:42:00,126.56632,43.8708,0905
920954,31,Jilin,1558,126.54313,43.86637,49087,1,09-02 11:38:00,09-02 11:38:00,126.54207,43.86427,09-02 15:15:00,09-02 15:15:00,126.56596,43.87082,0902
1985157,31,Jilin,1558,126.54222,43.8656,49087,1,09-03 10:27:00,09-03 10:27:00,126.56614,43.87061,09-03 11:44:00,09-03 11:44:00,126.54736,43.87159,0903
1141196,31,Jilin,1558,126.54294,43.86736,49087,1,09-08 12:54:00,09-08 12:54:00,126.56619,43.87089,09-08 13:53:00,09-08 13:53:00,126.54317,43.868,0908
2906921,31,Jilin,1558,126.54243,43.86631,49087,1,09-12 10:07:00,09-12 10:07:00,126.56604,43.8708,09-12 13:03:00,09-12 13:03:00,126.56608,43.87067,0912
4443308,31,Jilin,2208,126.54141,43.86503,49087,1,06-07 09:10:00,06-07 09:10:00,126.56618,43.87079,06-07 13:25:00,06-07 13:25:00,126.54331,43.86796,0607
4345995,31,Jilin,2208,126.54351,43.86613,49087,1,06-07 09:07:00,06-07 09:07:00,126.56617,43.87065,06-07 13:38:00,06-07 13:38:00,126.54334,43.86564,0607
1633245,31,Jilin,2208,126.54262,43.867,49087,1,05-24 11:52:00,05-24 11:52:00,126.56617,43.87088,05-24 15:36:00,05-24 15:36:00,126.54291,43.86699,0524
2411996,31,Jilin,2208,126.5441,43.8667,49087,1,05-24 11:52:00,05-24 11:52:00,126.56604,43.87084,05-24 15:54:00,05-24 15:54:00,126.54434,43.86711,0524
3571983,31,Jilin,2208,126.54081,43.86636,49087,1,06-12 08:54:00,06-12 08:54:00,126.56616,43.87108,06-12 12:39:00,06-12 12:39:00,126.54072,43.86628,0612
4217046,31,Jilin,2208,126.54419,43.86756,49087,1,06-07 09:08:00,06-07 09:08:00,126.56614,43.8707,06-07 13:13:00,06-07 13:13:00,126.54595,43.87094,0607
1256315,31,Jilin,2208,126.54298,43.86594,49087,1,06-12 08:54:00,06-12 08:54:00,126.56622,43.871,06-12 12:24:00,06-12 12:24:00,126.54429,43.87028,0612
1087567,31,Jilin,2208,126.54066,43.86529,49087,1,06-07 09:07:00,06-07 09:07:00,126.56609,43.87073,06-07 13:46:00,06-07 13:46:00,126.54259,43.86672,0607
3297962,31,Jilin,2208,126.54236,43.8652,49087,1,05-24 11:54:00,05-24 11:54:00,126.56607,43.87077,05-24 15:12:00,05-24 15:12:00,126.54717,43.87025,0524
1584490,31,Jilin,2208,126.54323,43.86634,49087,1,05-25 14:36:00,05-25 14:36:00,126.56599,43.87063,05-25 17:03:00,05-25 17:03:00,126.54409,43.86623,0525
4216643,31,Jilin,2208,126.54123,43.86584,49087,1,05-24 11:51:00,05-24 11:51:00,126.56616,43.8708,05-24 16:04:00,05-24 16:04:00,126.54375,43.86821,0524
62872,31,Jilin,2208,126.54355,43.86619,49087,1,05-24 11:52:00,05-24 11:52:00,126.56607,43.87075,05-24 15:29:00,05-24 15:29:00,126.54355,43.86601,0524
3977375,31,Jilin,3073,126.5431,43.86674,49087,1,05-30 14:32:00,05-30 14:32:00,126.56595,43.87094,05-30 17:47:00,05-30 17:47:00,126.54398,43.8675,0530
1403843,31,Jilin,3073,126.54075,43.86519,49087,1,06-03 12:00:00,06-03 12:00:00,126.56608,43.87119,06-03 18:50:00,06-03 18:50:00,126.54054,43.86615,0603
2668034,31,Jilin,3073,126.54064,43.86553,49087,1,05-31 13:07:00,05-31 13:07:00,126.56591,43.87065,05-31 16:40:00,05-31 16:40:00,126.54613,43.87062,0531
1390347,31,Jilin,4849,126.54329,43.86644,49087,1,08-31 09:00:00,08-31 09:00:00,126.56625,43.87095,08-31 12:27:00,08-31 12:27:00,126.54412,43.86182,0831
1604522,31,Jilin,435,126.56427,43.86014,49206,1,06-14 07:49:00,06-14 07:49:00,126.56609,43.87118,06-14 12:13:00,06-14 12:13:00,126.55354,43.8627,0614
4094376,31,Jilin,435,126.56361,43.86145,49206,1,08-08 08:19:00,08-08 08:19:00,126.56615,43.87074,08-08 14:56:00,08-08 14:56:00,126.56334,43.86122,0808
2239046,31,Jilin,435,126.5657,43.86133,49206,1,08-28 09:39:00,08-28 09:39:00,126.56602,43.87065,08-28 15:00:00,08-28 15:00:00,126.56447,43.86038,0828
129344,31,Jilin,435,126.56451,43.86001,49206,1,05-19 08:26:00,05-19 08:26:00,126.56618,43.87063,05-19 14:25:00,05-19 14:25:00,126.55999,43.87019,0519
2545730,31,Jilin,435,126.56439,43.86111,49206,1,07-25 08:04:00,07-25 08:04:00,126.56615,43.87077,07-25 11:00:00,07-25 11:00:00,126.56337,43.86101,0725
2198246,31,Jilin,435,126.56442,43.86111,49206,1,09-24 08:16:00,09-24 08:16:00,126.56629,43.8708,09-24 13:59:00,09-24 13:59:00,126.56322,43.86079,0924
3688164,31,Jilin,435,126.56572,43.8613,49206,1,09-22 07:48:00,09-22 07:48:00,126.56601,43.87071,09-22 11:29:00,09-22 11:29:00,126.56506,43.86132,0922
510911,31,Jilin,435,126.56563,43.86133,49206,1,09-10 08:00:00,09-10 08:00:00,126.5662,43.87095,09-10 13:42:00,09-10 13:42:00,126.56482,43.86197,0910
1412312,31,Jilin,435,126.56413,43.86011,49206,1,08-04 08:29:00,08-04 08:29:00,126.5661,43.87088,08-04 11:36:00,08-04 11:36:00,126.5642,43.86003,0804
1644357,31,Jilin,435,126.56354,43.8614,49206,1,08-09 07:49:00,08-09 07:49:00,126.56601,43.87078,08-09 11:46:00,08-09 11:46:00,126.5639,43.86158,0809
4226429,31,Jilin,435,126.56323,43.86069,49206,1,06-28 08:48:00,06-28 08:48:00,126.566,43.87063,06-28 12:52:00,06-28 12:52:00,126.56253,43.86118,0628
4486547,31,Jilin,435,126.56455,43.8601,49206,1,05-29 08:09:00,05-29 08:09:00,126.56624,43.87121,05-29 10:59:00,05-29 10:59:00,126.55658,43.8591,0529
1207178,31,Jilin,435,126.56579,43.86136,49206,1,08-31 09:13:00,08-31 09:13:00,126.56609,43.87106,08-31 12:40:00,08-31 12:40:00,126.56521,43.86124,0831
212029,31,Jilin,435,126.56436,43.86107,49206,1,08-28 09:39:00,08-28 09:39:00,126.56608,43.87061,08-28 14:32:00,08-28 14:32:00,126.56344,43.86107,0828
3775999,31,Jilin,435,126.56442,43.86143,49206,1,05-15 09:39:00,05-15 09:39:00,nan,nan,05-15 17:58:00,05-15 17:58:00,126.55296,43.87415,0515
3940597,31,Jilin,435,126.56562,43.86133,49206,1,08-04 08:13:00,08-04 08:13:00,126.56603,43.87078,08-04 11:25:00,08-04 11:25:00,126.56343,43.86142,0804
3397227,31,Jilin,435,126.56505,43.86113,49206,1,07-05 07:52:00,07-05 07:52:00,126.5661,43.87066,07-05 12:29:00,07-05 12:29:00,126.56501,43.86103,0705
87896,31,Jilin,435,126.5636,43.86146,49206,1,07-28 07:56:00,07-28 07:56:00,126.56609,43.87098,07-28 12:03:00,07-28 12:03:00,126.56453,43.86141,0728
1558248,31,Jilin,435,126.56495,43.86025,49206,1,06-14 07:54:00,06-14 07:54:00,126.56607,43.87118,06-14 10:31:00,06-14 10:31:00,126.56518,43.86039,0614
1950395,31,Jilin,435,126.56411,43.86017,49206,1,09-09 08:04:00,09-09 08:04:00,126.56612,43.87088,09-09 14:44:00,09-09 14:44:00,126.55773,43.86236,0909
1580574,31,Jilin,435,126.56417,43.86161,49206,1,07-03 07:49:00,07-03 07:49:00,126.5661,43.87066,07-03 13:43:00,07-03 13:43:00,126.56615,43.87066,0703
501572,31,Jilin,435,126.56356,43.86076,49206,1,05-24 08:36:00,05-24 08:36:00,126.56607,43.87126,05-24 10:41:00,05-24 10:41:00,126.56314,43.86061,0524
38719,31,Jilin,435,126.56358,43.86149,49206,1,09-24 08:28:00,09-24 08:28:00,126.56607,43.87099,09-24 13:44:00,09-24 13:44:00,126.56355,43.86132,0924
114926,31,Jilin,435,126.565,43.86015,49206,1,08-16 07:54:00,08-16 07:54:00,126.56614,43.87079,08-16 14:57:00,08-16 14:57:00,126.53182,43.88215,0816
3153718,31,Jilin,435,126.56411,43.86153,49206,1,05-28 08:53:00,05-28 08:53:00,126.56601,43.87074,05-28 11:31:00,05-28 11:31:00,126.56099,43.86192,0528
1142986,31,Jilin,435,126.56442,43.86014,49206,1,09-28 08:28:00,09-28 08:28:00,126.56608,43.8708,09-28 13:12:00,09-28 13:12:00,126.56467,43.86017,0928
816580,31,Jilin,435,126.56515,43.86119,49206,1,07-14 08:15:00,07-14 08:15:00,126.56607,43.87088,07-14 10:39:00,07-14 10:39:00,126.56527,43.86105,0714
2146888,31,Jilin,435,126.56508,43.86165,49206,1,08-25 09:14:00,08-25 09:14:00,126.56607,43.87109,08-25 14:10:00,08-25 14:10:00,126.56597,43.86131,0825
1245312,31,Jilin,435,126.56359,43.86082,49206,1,07-29 07:48:00,07-29 07:48:00,126.56592,43.87093,07-29 13:54:00,07-29 13:54:00,126.56635,43.87069,0729
2495176,31,Jilin,435,126.56362,43.86072,49206,1,06-19 08:22:00,06-19 08:22:00,126.56598,43.87074,06-19 12:47:00,06-19 12:47:00,126.56375,43.8606,0619
3895462,31,Jilin,435,126.5648,43.86168,49206,1,07-02 08:13:00,07-02 08:13:00,126.56606,43.87061,07-02 10:25:00,07-02 10:25:00,126.56456,43.86096,0702
3925854,31,Jilin,435,126.56505,43.86043,49206,1,06-29 09:18:00,06-29 09:18:00,126.56599,43.87104,06-29 14:05:00,06-29 14:05:00,126.56443,43.8604,0629
2884959,31,Jilin,435,126.56411,43.86156,49206,1,07-19 07:49:00,07-19 07:49:00,126.5661,43.87078,07-19 12:23:00,07-19 12:23:00,126.56506,43.86383,0719
2213659,31,Jilin,435,126.56573,43.86125,49206,1,08-16 07:58:00,08-16 07:58:00,126.56614,43.8708,08-16 13:58:00,08-16 13:58:00,126.5653,43.8612,0816
3386449,31,Jilin,435,126.56423,43.86014,49206,1,07-19 07:44:00,07-19 07:44:00,126.56602,43.8707,07-19 12:02:00,07-19 12:02:00,126.56047,43.86189,0719
882346,31,Jilin,435,126.5645,43.86014,49206,1,10-01 07:49:00,10-01 07:49:00,126.56612,43.8708,10-01 11:35:00,10-01 11:35:00,126.5651,43.86018,1001
2369378,31,Jilin,435,126.5644,43.86103,49206,1,10-01 07:50:00,10-01 07:50:00,126.56627,43.87072,10-01 11:14:00,10-01 11:14:00,126.56351,43.86112,1001
2413361,31,Jilin,4609,126.56355,43.86085,49206,1,06-17 12:34:00,06-17 12:34:00,126.56603,43.87075,06-17 13:52:00,06-17 13:52:00,126.56444,43.86162,0617
3910149,31,Jilin,4609,126.56509,43.86166,49206,1,06-17 12:33:00,06-17 12:33:00,126.56619,43.87067,06-17 17:42:00,06-17 17:42:00,126.56527,43.86346,0617
3816863,31,Jilin,4609,126.56444,43.86123,49206,1,06-17 12:33:00,06-17 12:33:00,126.56601,43.87078,06-17 13:46:00,06-17 13:46:00,126.56409,43.86158,0617
2767593,31,Jilin,1558,126.56633,43.84315,49267,0,10-11 08:38:00,10-11 08:38:00,126.56606,43.871,10-11 17:11:00,10-11 17:11:00,126.56626,43.87076,1011
2614397,31,Jilin,4849,126.56677,43.84323,49267,0,08-11 08:22:00,08-11 08:22:00,126.56612,43.87109,08-11 10:04:00,08-11 10:04:00,126.56618,43.84363,0811
1428895,31,Jilin,4849,126.56634,43.84333,49267,0,09-22 08:09:00,09-22 08:09:00,126.56647,43.87093,09-22 11:28:00,09-22 11:28:00,126.56612,43.84332,0922
2383074,31,Jilin,4849,126.56677,43.84324,49267,0,08-23 09:07:00,08-23 09:07:00,126.56613,43.87085,08-23 12:23:00,08-23 12:23:00,126.5663,43.8436,0823
4117083,31,Jilin,4849,126.56671,43.84339,49267,0,08-31 13:05:00,08-31 13:05:00,126.5661,43.87082,08-31 16:09:00,08-31 16:09:00,126.56643,43.84357,0831
2594988,31,Jilin,949,126.58471,43.83928,49269,1,07-28 07:58:00,07-28 07:58:00,126.56609,43.87098,07-28 10:05:00,07-28 10:05:00,126.58365,43.83879,0728
1313528,31,Jilin,4849,126.58474,43.83954,49269,1,08-25 09:27:00,08-25 09:27:00,126.56627,43.87093,08-25 14:53:00,08-25 14:53:00,126.58355,43.83969,0825
3022119,31,Jilin,4849,126.58419,43.83881,49269,1,06-28 08:46:00,06-28 08:46:00,126.56601,43.87078,06-28 12:44:00,06-28 12:44:00,126.58245,43.83695,0628
2803746,31,Jilin,4849,126.58408,43.83963,49269,1,08-12 08:53:00,08-12 08:53:00,126.56639,43.87108,08-12 14:36:00,08-12 14:36:00,126.58381,43.84612,0812
2739244,31,Jilin,4849,126.58417,43.83919,49269,1,05-30 08:33:00,05-30 08:33:00,126.56601,43.87084,05-30 13:55:00,05-30 13:55:00,126.58335,43.83918,0530
2956492,31,Jilin,4849,126.58392,43.83955,49269,1,08-11 08:23:00,08-11 08:23:00,126.56624,43.87109,08-11 13:16:00,08-11 13:16:00,126.5838,43.83941,0811
154937,31,Jilin,4849,126.58444,43.83922,49269,1,08-29 13:28:00,08-29 13:28:00,126.56613,43.87102,08-29 18:47:00,08-29 18:47:00,126.57506,43.84981,0829
2849936,31,Jilin,4849,126.58512,43.83958,49269,1,09-27 08:12:00,09-27 08:12:00,126.56648,43.871,09-27 13:30:00,09-27 13:30:00,126.58439,43.84074,0927
2766973,31,Jilin,4849,126.58418,43.83895,49269,1,09-29 08:23:00,09-29 08:23:00,126.56625,43.87108,09-29 15:14:00,09-29 15:14:00,126.58354,43.83907,0929
4025639,31,Jilin,4849,126.58476,43.83965,49269,1,08-08 08:56:00,08-08 08:56:00,126.56637,43.87101,08-08 14:57:00,08-08 14:57:00,126.58492,43.8393,0808
1867839,31,Jilin,4849,126.58409,43.83926,49269,1,07-15 08:00:00,07-15 08:00:00,126.56619,43.87076,07-15 13:29:00,07-15 13:29:00,126.58355,43.83917,0715
3218740,31,Jilin,4849,126.58509,43.83972,49269,1,08-22 09:02:00,08-22 09:02:00,126.56622,43.87078,08-22 14:55:00,08-22 14:55:00,126.58511,43.84439,0822
3360317,31,Jilin,4849,126.58422,43.83889,49269,1,05-28 08:59:00,05-28 08:59:00,126.56617,43.87074,05-28 15:06:00,05-28 15:06:00,126.58366,43.83904,0528
1864892,31,Jilin,4849,126.5842,43.83881,49269,1,07-17 08:41:00,07-17 08:41:00,126.56615,43.87103,07-17 14:12:00,07-17 14:12:00,126.58345,43.83885,0717
3331792,31,Jilin,4849,126.58459,43.83915,49269,1,09-24 09:22:00,09-24 09:22:00,126.56615,43.87097,09-24 14:23:00,09-24 14:23:00,126.5853,43.83917,0924
971781,31,Jilin,4849,126.58479,43.83969,49269,1,08-10 07:49:00,08-10 07:49:00,126.56605,43.87107,08-10 11:38:00,08-10 11:38:00,126.58561,43.84199,0810
2350418,31,Jilin,4849,126.58475,43.8396,49269,1,09-01 09:24:00,09-01 09:24:00,126.56612,43.87091,09-01 16:09:00,09-01 16:09:00,126.58491,43.83937,0901
1835798,31,Jilin,4849,126.58411,43.83897,49269,1,06-15 08:42:00,06-15 08:42:00,126.56613,43.8707,06-15 13:00:00,06-15 13:00:00,126.58471,43.83897,0615
3794467,31,Jilin,4849,126.58452,43.83915,49269,1,09-17 08:40:00,09-17 08:40:00,126.56611,43.87126,09-17 14:38:00,09-17 14:38:00,126.58267,43.84297,0917
1765023,31,Jilin,1558,126.58955,43.86611,49273,1,10-12 09:13:00,10-12 09:13:00,126.56637,43.87064,10-12 15:33:00,10-12 15:33:00,126.56613,43.87078,1012
4279494,31,Jilin,1558,126.58909,43.86411,49273,1,10-03 09:31:00,10-03 09:31:00,126.56628,43.87075,10-03 17:06:00,10-03 17:06:00,126.56639,43.87062,1003
1256473,31,Jilin,435,126.55224,43.8602,49602,1,08-17 07:54:00,08-17 07:54:00,126.56607,43.8708,08-17 14:18:00,08-17 14:18:00,126.55194,43.85864,0817
3859972,31,Jilin,4849,126.56884,43.84456,49612,10,08-11 08:21:00,08-11 08:21:00,126.56624,43.87095,08-11 09:47:00,08-11 09:47:00,126.56856,43.84412,0811
3614504,31,Jilin,4849,126.56864,43.84447,49612,10,08-23 09:05:00,08-23 09:05:00,126.56622,43.87073,08-23 12:13:00,08-23 12:13:00,126.56872,43.8442,0823
4244866,31,Jilin,4849,126.56851,43.84447,49612,10,06-06 08:05:00,06-06 08:05:00,126.56618,43.87095,06-06 09:10:00,06-06 09:10:00,126.56816,43.84426,0606
3641087,31,Jilin,4849,126.56859,43.84433,49612,10,09-20 08:33:00,09-20 08:33:00,126.56611,43.87096,09-20 11:36:00,09-20 11:36:00,126.56877,43.84437,0920
3740280,31,Jilin,4849,126.56876,43.84458,49612,10,09-20 08:33:00,09-20 08:33:00,126.56619,43.87108,09-20 11:41:00,09-20 11:41:00,126.56836,43.84426,0920
1074406,31,Jilin,1558,126.54222,43.87256,49627,14,09-02 10:09:00,09-02 10:09:00,126.56609,43.87078,09-02 10:33:00,09-02 10:33:00,126.54163,43.87225,0902
4399939,31,Jilin,1558,126.54253,43.87215,49627,14,09-10 09:23:00,09-10 09:23:00,126.5661,43.8708,09-10 10:32:00,09-10 10:32:00,126.53915,43.87319,0910
445148,31,Jilin,2208,126.54255,43.87201,49627,14,06-01 11:20:00,06-01 11:20:00,126.56615,43.87083,06-01 16:32:00,06-01 16:32:00,126.5438,43.8733,0601
362969,31,Jilin,2208,126.54247,43.8721,49627,14,06-07 09:02:00,06-07 09:02:00,126.56607,43.87073,06-07 11:36:00,06-07 11:36:00,126.5401,43.87313,0607
1584086,31,Jilin,2208,126.54361,43.87091,49627,14,06-01 11:31:00,06-01 11:31:00,126.56591,43.8708,06-01 11:52:00,06-01 11:52:00,126.54691,43.87192,0601
3922811,31,Jilin,1558,126.58118,43.83885,49630,14,10-05 08:02:00,10-05 08:02:00,126.56625,43.87062,10-05 17:40:00,10-05 17:40:00,126.56631,43.87078,1005
973650,31,Jilin,4849,126.5839,43.83823,49630,14,05-16 09:37:00,05-16 09:37:00,126.56605,43.87118,05-16 13:07:00,05-16 13:07:00,126.58361,43.83814,0516
79189,31,Jilin,4849,126.57967,43.83781,49630,14,06-01 08:00:00,06-01 08:00:00,126.56613,43.87085,06-01 11:37:00,06-01 11:37:00,126.57668,43.83716,0601
1761694,31,Jilin,4849,126.58043,43.838,49630,14,07-31 12:56:00,07-31 12:56:00,126.56604,43.87118,07-31 16:38:00,07-31 16:38:00,126.58001,43.83859,0731
2764252,31,Jilin,4849,126.5841,43.83772,49630,14,09-29 08:23:00,09-29 08:23:00,126.56607,43.87094,09-29 15:02:00,09-29 15:02:00,126.58396,43.83777,0929
563291,31,Jilin,4849,126.58151,43.83803,49630,14,06-01 08:00:00,06-01 08:00:00,126.5661,43.87079,06-01 11:56:00,06-01 11:56:00,126.58139,43.83822,0601
2327638,31,Jilin,4849,126.58033,43.83838,49630,14,07-25 07:37:00,07-25 07:37:00,126.56605,43.87076,07-25 12:48:00,07-25 12:48:00,126.58434,43.83801,0725
3034415,31,Jilin,4849,126.58239,43.83772,49630,14,05-20 08:48:00,05-20 08:48:00,126.56612,43.87125,05-20 12:54:00,05-20 12:54:00,126.58222,43.83759,0520
3818170,31,Jilin,4849,126.5823,43.83781,49630,14,07-01 07:37:00,07-01 07:37:00,126.56594,43.87096,07-01 12:29:00,07-01 12:29:00,126.5825,43.83775,0701
1782465,31,Jilin,4849,126.58408,43.83778,49630,14,06-30 09:35:00,06-30 09:35:00,126.56622,43.87102,06-30 13:51:00,06-30 13:51:00,126.58371,43.83749,0630
2773873,31,Jilin,4849,126.58406,43.83775,49630,14,05-30 08:30:00,05-30 08:30:00,126.56591,43.87087,05-30 13:32:00,05-30 13:32:00,126.58382,43.83726,0530
3534423,31,Jilin,4849,126.58242,43.83916,49630,14,05-30 08:30:00,05-30 08:30:00,126.56595,43.87076,05-30 12:29:00,05-30 12:29:00,126.58276,43.83915,0530
2293175,31,Jilin,4849,126.58327,43.83886,49630,14,06-17 07:32:00,06-17 07:32:00,126.5661,43.87077,06-17 10:50:00,06-17 10:50:00,126.58282,43.83866,0617
1081213,31,Jilin,4849,126.5826,43.83649,49630,14,08-25 09:28:00,08-25 09:28:00,126.56627,43.87096,08-25 15:20:00,08-25 15:20:00,126.57691,43.83982,0825
4361214,31,Jilin,4849,126.58321,43.83898,49630,14,06-18 08:25:00,06-18 08:25:00,126.56596,43.87106,06-18 12:07:00,06-18 12:07:00,126.58342,43.83883,0618
1483956,31,Jilin,4849,126.58263,43.83669,49630,14,05-17 08:53:00,05-17 08:53:00,126.56635,43.871,05-17 12:37:00,05-17 12:37:00,126.58446,43.84033,0517
2304105,31,Jilin,4849,126.58311,43.83893,49630,14,08-11 08:24:00,08-11 08:24:00,126.56615,43.87092,08-11 13:09:00,08-11 13:09:00,126.583,43.83885,0811
3502515,31,Jilin,4849,126.58401,43.8377,49630,14,05-16 09:35:00,05-16 09:35:00,126.566,43.87106,05-16 13:43:00,05-16 13:43:00,126.57988,43.8392,0516
3438457,31,Jilin,4849,126.58036,43.8383,49630,14,06-09 09:36:00,06-09 09:36:00,126.56597,43.871,06-09 13:11:00,06-09 13:11:00,126.58403,43.83826,0609
2384530,31,Jilin,4849,126.5797,43.83787,49630,14,06-16 07:41:00,06-16 07:41:00,126.56601,43.87113,06-16 11:47:00,06-16 11:47:00,126.57758,43.83943,0616
4359016,31,Jilin,4849,126.58039,43.8383,49630,14,06-14 08:49:00,06-14 08:49:00,126.56614,43.87089,06-14 12:38:00,06-14 12:38:00,126.58425,43.83842,0614
1894033,31,Jilin,4849,126.58336,43.83767,49630,14,09-22 08:08:00,09-22 08:08:00,126.56615,43.87094,09-22 13:33:00,09-22 13:33:00,126.58489,43.8411,0922
3983272,31,Jilin,4849,126.58404,43.83763,49630,14,07-07 07:48:00,07-07 07:48:00,126.56618,43.87108,07-07 10:24:00,07-07 10:24:00,126.58334,43.83752,0707
2397294,31,Jilin,4849,126.58044,43.83804,49630,14,07-24 07:41:00,07-24 07:41:00,126.56619,43.87082,07-24 12:38:00,07-24 12:38:00,126.58036,43.83801,0724
3476652,31,Jilin,4849,126.58328,43.83785,49630,14,07-14 07:52:00,07-14 07:52:00,126.56615,43.87089,07-14 15:58:00,07-14 15:58:00,126.58328,43.83813,0714
3830188,31,Jilin,4849,126.58257,43.83644,49630,14,06-03 07:57:00,06-03 07:57:00,126.56622,43.87122,06-03 11:40:00,06-03 11:40:00,126.58245,43.83658,0603
4228620,31,Jilin,4849,126.5815,43.83802,49630,14,07-14 15:46:00,07-14 15:46:00,126.58034,43.83776,07-14 15:52:00,07-14 15:52:00,126.58102,43.83804,0714
